_ID_;_MAIN_CATEGORY_;_CATEGORY_;_NAME_;_SKU_;_MANUFACTURER_;_PRICE_;_QUANTITY_;_ATTRIBUTES_;_DESCRIPTION_;_SORT_ORDER_
10799;Химия бытовая;Средства для стирки и ухода|Кондиционеры и ополаскиватели для белья;Кондиционер для белья Help 750 мл;13-8008;Help (Россия);44.37;310;"Характеристики|Бренд|Help
Характеристики|Тип средства|кондиционер для белья
Характеристики|Вид|жидкость
Характеристики|Назначение|смягчение белья, антистатик
Характеристики|Вид упаковки|пластиковый флакон
Характеристики|Отдушка|альпийская свежесть
Характеристики|Объем, л|0.75
Характеристики|Количество в упаковке|12
Характеристики|Срок годности в днях|540";"<p><span style=""color: rgb(33, 37, 41); font-family: &quot;PT Sans&quot;, sans-serif; font-size: 17px; background-color: rgb(250, 250, 250);"">**Кондиционер для белья Help (Хелп)** используется при последнем полоскании белья во всех видах стиральных машин и при ручной стирке, не требует предварительного разбавления водой. Подходит для всех видов тканей. Имеет изысканный аромат и антистатический эффект. Облегчает глаженье. Уход за волокнами ткани. Состав: вода, <5% катионное ПАВ, <5% парфюмерная композиция, <5% консервант, краситель. Пластиковый флакон 750 мл, в упаковке 12 штук.</span><br></p>";682
12791;Химия бытовая;Средства для стирки и ухода|Кондиционеры и ополаскиватели для белья;Кондиционер для белья Lenor концентрированный 1 л;13-8012;Lenor (Россия);219.76;293;"Характеристики|Бренд|Lenor
Характеристики|Тип средства|кондиционер для белья
Характеристики|Вид|жидкость
Характеристики|Назначение|смягчение белья, антистатик
Характеристики|Вид упаковки|пластиковый флакон
Характеристики|Отдушка|скандинавская весна
Характеристики|Объем, л|1
Характеристики|Количество в упаковке|12
Характеристики|Срок годности в днях|540";"<p><span style=""color: rgb(33, 37, 41); font-family: &quot;PT Sans&quot;, sans-serif; font-size: 17px; background-color: rgb(250, 250, 250);"">**Кондиционер для белья Lenor концентрированный (Ленор)** ридает мягкость вещам, облегчает глажение, помогает сохранить форму одежды, защищает ткань от преждевременного изнашивания и сохраняет яркость цветов. Одной бутылочки концентрированного кондиционера хватает примерно на двадцать шесть стирок, это в четыре раза больше, чем при использовании обычного кондиционера, что очень экономично и удобно. Благодаря специальным микрокапсулам свежести, входящим в состав, приятные природные ароматы окутывают белье и окружают благоухающим ореолом на весь день. Концентрат очень удобно использовать, компактную бутылочку можно разместить в любом шкафу. Специальный раствор заливается сразу в отсек стиральной машины, предназначенный для кондиционера, без предварительного разведения в воде. Для правильного расчета дозировки необходимо следовать инструкциям на упаковке. Состав: 5-15% катионные ПАВ, <5% неионогенные ПАВ, консерванты, ароматизирующие добавки, бензилсалицилат, гексилкоричный альдегид, лимонен, линалоол. Пластиковый флакон 1 литр, в упаковке 12 штук.</span><br></p>";683
21634;Химия бытовая;Средства для санузлов и ванных комнат|Средства для ухода за сантехникой;Средство для дезинфекции САНФОР Белизна 3 в 1, 700 мл, 15 штук;13-8021;Sanfor (Россия);121.61;818;"Характеристики|Тип средства|Отбеливатель
Характеристики|Назначение|Универсальный
Характеристики|Вид упаковки|флакон
Характеристики|Объем, г|0
Характеристики|Объем флакона, мл|700
Характеристики|Количество в упаковке|15
Характеристики|Бренд|Sanfor";"<p><span style=""color: rgb(33, 37, 41); font-family: &quot;PT Sans&quot;, sans-serif; font-size: 17px; background-color: rgb(250, 250, 250);"">**Средство Sanfor (Санфор) Белизна Гель 3 в 1** предназначено для чистки и дезинфекции сантехники и труб, а также для замачивания белья перед стиркой и отбеливания.<p> **Способ применения:**<p> *Замачивание перед стиркой* (белье с общим загрязнением): приготовить раствор — 20 г (2 колпачка) средства на 10 л холодной воды. Замочить на 10 минут, прополоскать. Далее стирать как обычно.<p> *Отбеливание* (наличие стойких пятен): приготовить раствор — 20 г (2 колпачка) средства на 10 л теплой (30°C-35°C) воды. Выдержать 40 минут, прополоскать. Далее стирать как обычно.<p> НЕ использовать для шерсти и шелка, а также для непрочно окрашенных тканей. *Ванны, раковины, унитазы, керамическая плитка:* нанести средство на поверхность, через 5 минут смыть. Для чистки стоков, уничтожения бактерий, удаления загрязнений и пятен выдержать 60 минут, смыть водой.<p> *Пол, кафель, пластик, эмалированные поверхности:* мыть раствором — 20 г (2 колпачка) средства на 5 л воды. Промыть поверхность водой.<p> **Меры предосторожности:** При работе использовать резиновые перчатки. При попадании средства в глаза или на кожу промыть большим количеством воды, при необходимости обратиться к врачу. Хранить в недоступном для детей месте.<p> **Состав:** гипохлорит натрия >5%, но <15%, анионные ПАВ или мыло на основе натуральных жирных кислот <5%, неионогенные ПАВ, щелочь, ароматизатор.<p> **Условия хранения:** Хранить в сухом прохладном месте в вертикальном положении. Предохранять от попадания прямых солнечных лучей.<p> **Срок годности:** 18 месяцев с даты изготовления.</span><br></p>";684
4039617;Химия профессиональная;Дезинфицирующие средства;Дезинфицирующее средство TANA Apesin combi DR, 5 литров;13-8586;TANA (Германия);4457.21;86;"Характеристики|Бренд|TANA
Характеристики|Вид|жидкий концентрат
Характеристики|Назначение|дезинфекция 
Характеристики|Наличие курка|нет
Характеристики|Вид упаковки|пластиковая канистра
Характеристики|Обрабатываемая поверхность|оборудование, твердые поверхности, инвентарь, тара
Характеристики|Показатель pH|10
Характеристики|Концентрат|да
Характеристики|Объем, л|5
Характеристики|Количество в упаковке|2
Характеристики|Артикул производителя|713213
Характеристики|Срок годности в днях|1 460";"<p><span style=""color: rgb(33, 37, 41); font-family: &quot;PT Sans&quot;, sans-serif; font-size: 17px; background-color: rgb(250, 250, 250);"">**TANA Apesin combi D (Тана Апесин комби)** - дезинфицирующее средство, оказывает обезжиривающее действие, эффективно при низких температурах. Подходит для дезинфекции и мытья поверхностей в помещениях, жесткой мебели, технологического оборудования и инвентаря, тары, санитарно-технического оборудования, уборочного инвентаря. Обладает антимикробной активностью в отношении бактерий, в т.ч. группы кишечных палочек, стафилококков, сальмонелл и др., а также дрожжеподобных грибов и дрожжей. Подходит для использования при низких температурах. **Область применения:** На предприятиях пищевой и перерабатывающей промышленности (предприятия по производству мясной пищевой продукции, переработке и консервированию рыбы, птицы, фруктов, овощей, растительных и животных масел и жиров, молочной продукции, мукомольной и крупяной промышленности, производству хлебобулочных и мучных кондитерских изделий, пивобезалкогольных напитков и вина), на предприятиях общественного питания, в гостиницах, санаторно-курортных организациях, в цехах по приготовлению пищи, в торговых организациях и других сферах обслуживания населения. **Способы применения:** 1) Для дезинфекции после предварительной мойки: приготовить 0,5 - 2,0% рабочий раствор (5 - 20мл на 1 литр воды) ? нанести на поверхности ? оставить на 10 - 60 минут ? промыть чистой водой. 2) Для одновременной мойки и дезинфекции: приготовить 0,5 - 2,0% рабочий раствор (5 - 20мл на 1 литр воды) ? нанести на поверхности ? оставить на 30 - 120 минут ? промыть чистой водой. Способ применения и меры предосторожности подробно изложены в Инструкциях по применению средства дезинфицирующего «APESIN combi DR». **Состав:** <5% Анионные ПАВ, Неионогенные ПАВ, LAURYLAMINE DIPROPYLENEDIAMINE. Поставляется в пластиковой канистре, 5 литров. В упаковке 2 штуки. **Безопасность продукции, хранение и защита окружающей среды:** Безопасность: Данный продукт предназначен для профессионального использования. Хранение: Хранить при кoмнатнoй температуре в оригинальной упаковке. Защита окружающей среды: Пустую упаковку выбрасывать в специальный контейнер.</span><br></p>";685
31734;Химия бытовая;Инсектициды;Гель для уничтожения тараканов Дохлокс 20 мл *48;13-9003;Дохлокс (Россия);46.22;500;"Характеристики|Срок годности в днях|730
Характеристики|Бренд|Дохлокс
Характеристики|Тип|гель
Характеристики|Тип вредителя|таракан";;686
4431;Химия бытовая;Мыло|Мыло туалетное;Мыло туалетное ММЗ в ассортименте 75 г;13-9056;ММЗ (Россия);12.73;2;"Характеристики|Срок годности в днях|1 095
Характеристики|Бренд|ММЗ
Характеристики|Вид|кусковое
Характеристики|Назначение|для мытья рук и тела
Характеристики|Вид упаковки|флоу-пак
Характеристики|Отдушка|в ассортименте
Характеристики|Вес, г|75
Характеристики|Количество в упаковке|60";"<p><span style=""color: rgb(33, 37, 41); font-family: &quot;PT Sans&quot;, sans-serif; font-size: 17px; background-color: rgb(250, 250, 250);"">**Мыло туалетное ММЗ** изготовлено из натуральных компонентов без красителей, не вызывает аллергических реакций, увлажняет кожу, обладает хорошими моющими свойствами, экономично в использовании. Состав: натриевые соли жирных кислот животных жиров и растительных масел, глицерин, вода, ПЭГ-400, лимонная кислота, парфюмерная композиция, натрия хлорид, антиоксидант антал П-2. Вес мыла - 75г, в транспортной упаковке - 60 штук.</span><br></p>";687
12848;Химия профессиональная;Средства для пмм, пароконвектоматов и кофемашин;Моющее средство для посудомоечных машин TANA Energy classic для мягкой и средней жесткости воды, 5 литров;13-9593;TANA (Австрия);2268.57;294;"Характеристики|Бренд|TANA
Характеристики|Назначение|моющее средство
Характеристики|Вид|жидкость
Характеристики|Показатель pH|12
Характеристики|Объем, л|5
Характеристики|Вид упаковки|пластиковая канистра
Характеристики|Количество в упаковке|2
Характеристики|Срок годности в днях|1 825";"<p><span style=""color: rgb(33, 37, 41); font-family: &quot;PT Sans&quot;, sans-serif; font-size: 17px; background-color: rgb(250, 250, 250);"">**TANA Energy classic** - высокоэффективное моющее средство для профессиональных посудомоечных машин (для воды мягкой и средней жесткости). Подходит для мойки посуды и столовых приборов в промышленных посудомоечных машинах (фронтальные, купольные, туннельные). Смягчает воду и предотвращает образование накипи. Не использовать для посуды и столовых приборов из алюминия и серебра! **Область применения:** * На предприятиях общественного питания (рестораны, кафе, столовые, в том числе на территории административных и общественных зданий, учебных, детских дошкольных, школьных, спортивных, лечебно-профилактических и медицинских учреждений). **Способы применения:** * Для мойки посуды в ПММ: используйте автоматическое дозирующее оборудование для своевременной подачи моющего средства в бак ПММ из расчета 2 - 5 г на литр воды. * Своевременно меняйте пустые канистры на новые. **Состав:** 5 - 10% гидроксид натрия, 1 - 2% гидроксид калия, 2 - 5% ЭДТА и ее соли, поликарбоксилаты Данный продукт предназначен для профессионального использования. Хранить при комнатной температуре в оригинальной упаковке. https://www.youtube.com/watch?v=L_f8Bk3sLhY</span><br></p>";688
10364;Принадлежности для касс и торговли;Журналы и бланки|Журналы и бланки по делопроизводству, кадровой работе и бухгалтерскому учету;Книга учета, А4, 96 листов, клетка, бум винил, офсетный бумага;14-0035;No Name (Россия);143.41;820;"Характеристики|Бренд|No Name
Характеристики|Формат|А4
Характеристики|Материал обложки|бумвинил
Характеристики|Тип бумаги|офсетная
Характеристики|Количество листов|96
Характеристики|Способ крепления|сшивка
Характеристики|Назначение|для предприятий
Характеристики|Артикул производителя|153184/275753";"<p><span style=""color: rgb(33, 37, 41); font-family: &quot;PT Sans&quot;, sans-serif; font-size: 17px; background-color: rgb(250, 250, 250);"">Книги учета необходимы на каждом предприятии. Они используются для систематизации и контроля документации, ведения различной отчетности. Обложка выполнена из качественного бумвинила с тиснение золотой фольгой. Внутренний блок книги выполнен из офсетной бумаги в клетку, формат А4. 96 листов.</span><br></p>";689
20320;Принадлежности для касс и торговли;Журналы и бланки|Журналы и бланки по делопроизводству, кадровой работе и бухгалтерскому учету;Книга учета, А4, 96 листов, линейка, картон, газетная бумага;14-0040;No Name (Россия);133.33;117;"Характеристики|Бренд|No Name
Характеристики|Формат|А4
Характеристики|Материал обложки|картон
Характеристики|Тип бумаги|газетная
Характеристики|Количество листов|96
Характеристики|Способ крепления|сшивка
Характеристики|Назначение|для предприятий
Характеристики|Артикул производителя|153190";"<p><span style=""color: rgb(33, 37, 41); font-family: &quot;PT Sans&quot;, sans-serif; font-size: 17px; background-color: rgb(250, 250, 250);"">Книги учета необходимы на каждом предприятии. Они используются для систематизации и контроля документации, ведения различной отчетности. Обложка выполнена из твердого картона. Внутренний блок книги выполнен из газетной бумаги в линейку, формата А4. 96 листов.</span><br></p>";690
10859;Принадлежности для касс и торговли;Журналы и бланки|Журналы и бланки по делопроизводству, кадровой работе и бухгалтерскому учету;Личная карточка Т-2 А3, в пленке т/у, 50 штук в упаковке;14-0048;No Name (отсутствует);7.5;500;"Характеристики|Бренд|No Name
Характеристики|Формат|А3
Характеристики|Количество в упаковке|50";;691
26793;Принадлежности для касс и торговли;Журналы и бланки|Журналы и бланки для предприятий оптовой и розничной торговли;Накладная самокопирующаяся 3-х слойная, 14 строк, А5, 50 экземпляров;14-0053;No Name (Россия);128.44;696;"Характеристики|Бренд|No Name
Характеристики|Формат|А5
Характеристики|Тип бумаги|офсетная
Характеристики|Способ крепления|склейка
Характеристики|Назначение|для предприятий, для бухгалтерии
Характеристики|Артикул производителя|44585/013000005";"<p><span style=""color: rgb(33, 37, 41); font-family: &quot;PT Sans&quot;, sans-serif; font-size: 17px; background-color: rgb(250, 250, 250);"">Самокопирующие бланки Накладная изготовлены из трехслойной офсетной бумаги формата А5. Содержит 14 ненумерованных строк. Изделие представляет собой склеенные по краю листы, которые можно легко отделить друг от друга. Каждый бланк состоит из трех листов, различающихся по цвету. Перфорации нет. Изделие предназначено для получения нескольких копий заполненных документов. Упаковка содержит 50 экземпляров.</span><br></p>";692
43266421;Принадлежности для касс и торговли;Журналы и бланки|Журналы и бланки по делопроизводству, кадровой работе и бухгалтерскому учету;Приходный кассовый ордер, А5, 100 листов, газетная бумага;14-0057;No Name (отсутствует);18.08;1376;"Характеристики|Бренд|No Name
Характеристики|Материал обложки|газетная бумага
Характеристики|Формат|А5
Характеристики|Количество листов|100";;693
35305;Принадлежности для касс и торговли;Журналы и бланки|Журналы и бланки по делопроизводству, кадровой работе и бухгалтерскому учету;Журнал учета проверок юридических лиц и индивидуальных предпренимателей, А4, 50 листов, спираль;14-0085;No Name (Россия);188.88;61;"Характеристики|Бренд|No Name
Характеристики|Формат|А4
Характеристики|Материал обложки|картон
Характеристики|Тип бумаги|офсетная
Характеристики|Способ крепления|спираль
Характеристики|Назначение|для предприятий и ИП
Характеристики|Артикул производителя|149265";"<p><span style=""color: rgb(33, 37, 41); font-family: &quot;PT Sans&quot;, sans-serif; font-size: 17px; background-color: rgb(250, 250, 250);"">Журнал учета и контроля проверок юридических лиц был разработан как инструмент осуществления на практике положений закона 294-ФЗ. Данный закон был принят с целью защиты прав хозяйствующих субъектов, в той или иной организационной форме ведущих свою деятельность. Обложка фиолетового цвета из мелованного картона. Внутренний блок — офсетная бумага, 50 листов. Журнал скреплен с помощью спирали и шнуровки. В упаковке 20 штук.</span><br></p>";694
22184;Канцелярские товары;Офисные принадлежности|Клейкая лента канцелярская;Клейкая лента Scotch двусторонняя 12 мм х 6,3 м в диспенсере;14-0157;Scotch (Соединенные Штаты Америки);201.51;90;"Характеристики|Бренд|Scotch
Характеристики|Размер|12х6,3
Характеристики|Назначение|двусторонняя, для гладких поверхностей
Характеристики|Количество в упаковке|12
Характеристики|Срок годности в днях|1 095";"<p><span style=""color: rgb(33, 37, 41); font-family: &quot;PT Sans&quot;, sans-serif; font-size: 17px; background-color: rgb(250, 250, 250);"">**Тонкая прозрачная двусторонняя клейкая лента Scotch(Скотч)** намотана клей к клею: разная клейкость на каждой из сторон ленты (34 кг/м на внешней и 46 кг/м на внутренней) позволяет легко (с усилием менее 150 г) разматывать ленту и немедленно применять ее, не тратя время на отделение разделителя, при этом лента не пачкается клеем. При помощи этой клейкой ленты легко собрать макет, приклеить фотографию или плакат, незаменима для упаковки подарков. Долго хранится, не теряет своих свойств. Поставляется в диспенсере, в размере 12мм х 6,3м. Диспенсер допускает многократную перезаправку.</span><br></p>";695
1888;Бытовая техника и электротовары;Элементы питания|Аккумуляторы;Аккумулятор GP 2700 mAh AA/HR6 NiMH 2 штуки в упаковке;14-0158;GP (Китай);1115.43;7;"Характеристики|Товар предназначен для многоразового использования|Есть
Характеристики|Бренд|GP
Характеристики|Типоразмер|AA/HR6
Характеристики|Напряжение, v|2700
Характеристики|Технология изготовления|  Ni-Mh 
Характеристики|Количество в упаковке|2
Характеристики|Тип упаковки|блистер";"<p><span style=""color: rgb(33, 37, 41); font-family: &quot;PT Sans&quot;, sans-serif; font-size: 17px; background-color: rgb(250, 250, 250);"">**Аккумулятор GP 2700 mAh AA/HR6 NiMH** - никель-металлогидридные аккумуляторы емкостью – 2700 мАч. Во время зарядки они запасают большое количество энергии, а работая в устройствах, тратят ее крайне экономично. Поэтому аккумуляторы GP – это лучший выбор для энергоемких, часто используемых девайсов: фонариков, часов, игровых мини-приставок, будильников, плееров, компьютерных мышек и клавиатур, детских игрушек, медицинских приборов и т. д. Аккумуляторы выдерживают до 500 циклов перезарядки.Также никель-металлогидридные аккумуляторы выгодно отличаются отсутствием эффекта памяти: их не нужно полностью разряжать, чтобы они соответствовали своей номинальной емкости.</span><br></p>";696
3990;Бытовая техника и электротовары;Элементы питания|Аккумуляторы;Аккумулятор GP 1000 mAh AAA/HR03 NiMH 2шт/уп;14-0186;GP (Китай);380.35;97;"Характеристики|Товар предназначен для многоразового использования|Есть
Характеристики|Бренд|GP
Характеристики|Технология изготовления|  Ni-Mh 
Характеристики|Тип упаковки|блистер
Характеристики|Типоразмер|R03/ААА
Характеристики|Емкость, мА*ч|1000
Характеристики|Напряжение, v|1,2
Характеристики|Количество в коробке|10
Характеристики|Количество в упаковке|2";"<p><span style=""color: rgb(33, 37, 41); font-family: &quot;PT Sans&quot;, sans-serif; font-size: 17px; background-color: rgb(250, 250, 250);"">**Набор перезаряжаемых аккумуляторов GP** используется повсюду и применимы в широком спектре устройств. Все типы таких аккумуляторов сохраняют энергию длительное время и могут быть перезаряжены до 500 раз. Большой ассортимент позволяет найти подходящее решение для любой ситуации.</span><br></p>";697
13216;Канцелярские товары;Демонстрационное оборудование|Демосистемы настенные;Информационный стенд настенный Информация А4/А5 пластиковый белый/синий 4 отделения;14-0204;отсутствует (Россия);4501.16;1;"Характеристики|Срок годности в днях|10 000
Характеристики|Тип|Информация
Характеристики|Материал|пластик
Характеристики|Размер|520x780мм
Характеристики|Формат|А4/А5
Характеристики|Цвет|белый/синий
Характеристики|Количество панелей|4
Характеристики|Количество в упаковке|1";"<p><span style=""color: rgb(33, 37, 41); font-family: &quot;PT Sans&quot;, sans-serif; font-size: 17px; background-color: rgb(250, 250, 250);"">Информационный настенный стенд ""Информация"" предназначен для размещения информации на трех листах формата А4, а также брошюры формата А5 в вертикальном положении. Изготовлен из пластика белого цвета толщиной 5 мм. 3 плоских кармана — акриловое оргстекло толщиной 1,5 мм, 1 объемный карман — акрил толщиной 2 мм. Стенд укомплектован необходимым крепежом.</span><br></p>";698
8841768;Канцелярские товары;Папки из картона и пластика|Папки подвесные;Подвесная папка Esselte Pendaflex Standart, А4, синяя;14-0239;Esselte (Польша);111.59;0;"Характеристики|Бренд|Esselte
Характеристики|Формат|А4
Характеристики|Материал|картон
Характеристики|Цвет|синий
Характеристики|Размер без крючков, мм|345x240
Характеристики|Плотность|205
Характеристики|Вместимость|200
Характеристики|Количество в упаковке|25";"<p><span style=""color: rgb(33, 37, 41); font-family: &quot;PT Sans&quot;, sans-serif; font-size: 17px; background-color: rgb(250, 250, 250);"">**Подвесная папка Esselte Pendaflex Standart (Эсселте Пендафлекс Стандарт)**. Изготовлена из на 100% переработанного картона крафт, плотность 205 г/м2. Размер 345x240мм. Вместимость до 200 листов стандартной плотности. Оснащена прозрачным пластиковым держателем этикетки и белыми бумажными этикетками для удобной маркировки. Прочность папки гарантирует специальная лента вдоль основания и реек.</span><br></p>";699
2578;Канцелярские товары;Штемпельная продукция|Штампы;Штамп стандартный Colop Printer C20 1.1 Получено;14-0259;Colop (Австрия);304.03;7;"Характеристики|Срок годности в днях|10 000
Характеристики|Бренд|Colop
Характеристики|Материал|пластик
Характеристики|Цвет чернил|синий
Характеристики|Размер поля/оттиска|14 х 38";"<p><span style=""color: rgb(33, 37, 41); font-family: &quot;PT Sans&quot;, sans-serif; font-size: 17px; background-color: rgb(250, 250, 250);"">**Штамп стандартный Colop Printer C20 1.1** позволяет получить оттиск со словами «Получено». Выполнен в современном дизайне. Компактный надежный пластиковый корпус с поворотным окрашивающим механизмом. Размер оттиска — 38?14 мм. Прозрачное основание позволяет удобно и точно размещать штамп на документах. Цвет оснастки в ассортименте. Комплектация: штамп, синяя сменная штемпельная подушка E/20.</span><br></p>";700
8948462;Канцелярские товары;Пишущие принадлежности|Маркеры, текстовыделители|Маркеры перманентные;Перманентный маркер BiC Marking 2000 чёрный пулевидный;14-0270;BIC (Франция);91.88;0;"Характеристики|Бренд|BIC
Характеристики|Серия|Ecolutions
Характеристики|Назначение|универсальный
Характеристики|Цвет|чёрный
Характеристики|Форма наконечника|пулевидная
Характеристики|Толщина линии письма|1.7
Характеристики|Материал корпуса|пластик
Характеристики|Стираемый|нет
Характеристики|Количество в упаковке|12
Характеристики|Товары из переработанных материалов|Есть
Характеристики|Срок годности в днях|1 095";"<p><span style=""color: rgb(33, 37, 41); font-family: &quot;PT Sans&quot;, sans-serif; font-size: 17px; background-color: rgb(250, 250, 250);"">**Перманентный маркер BiC Marking 2000** подходит для письма на любых поверхностях. Чернила на спиртовой основе и прочный акриловый пишущий узел позволяют наносить линии толщиной 1,7 мм. Чернила быстро высыхают, что делает этот маркер отличным для левшей.</span><br></p>";701
8948472;Канцелярские товары;Пишущие принадлежности|Маркеры, текстовыделители|Маркеры для досок;Маркер для белых досок BiC Velleda чёрный пулевидный;14-0296;BIC (Франция);100.4;54;"Характеристики|Бренд|BIC
Характеристики|Цвет чернил|чёрный
Характеристики|Форма наконечника|пулевидная
Характеристики|Толщина линии письма|1.4
Характеристики|Назначение|для магнитно-маркерных досок
Характеристики|Система Cap Off|нет
Характеристики|Автоматический|нет
Характеристики|Материал корпуса|пластик
Характеристики|Тип|для досок и флипчартов
Характеристики|Основа для чернил|спиртовая
Характеристики|Количество в упаковке|10";"<p><span style=""color: rgb(33, 37, 41); font-family: &quot;PT Sans&quot;, sans-serif; font-size: 17px; background-color: rgb(250, 250, 250);"">**Маркер для белых досок BiC Velleda (БИК Велледа)** быстросохнущий, с чернилами на спиртовой основе, без резкого запаха. Прочно зафиксированный пишущий узел не повредится даже при сильном надавливании. Легко стирается с доски как сразу, так и через несколько дней. Белый пластиковый корпус на 51% состоит из переработанного сырья. Акриловый пишущий узел диаметром 4,95 мм позволяет чертить тонкие линии 1,4мм. Цвет чернил - чёрный.</span><br></p>";702
8948475;Канцелярские товары;Пишущие принадлежности|Маркеры, текстовыделители|Маркеры для досок;Маркер для белых досок BiC Velleda синий пулевидный;14-0314;BIC (Франция);115.45;43;"Характеристики|Бренд|BIC
Характеристики|Цвет чернил|синий
Характеристики|Форма наконечника|пулевидная
Характеристики|Толщина линии письма|1.4
Характеристики|Назначение|для магнитно-маркерных досок
Характеристики|Система Cap Off|нет
Характеристики|Автоматический|нет
Характеристики|Материал корпуса|пластик
Характеристики|Тип|для досок и флипчартов
Характеристики|Основа для чернил|спиртовая
Характеристики|Количество в упаковке|10";"<p><span style=""color: rgb(33, 37, 41); font-family: &quot;PT Sans&quot;, sans-serif; font-size: 17px; background-color: rgb(250, 250, 250);"">**Маркер для белых досок BiC Velleda (БИК Велледа)** быстросохнущий, с чернилами на спиртовой основе, без резкого запаха. Прочно зафиксированный пишущий узел не повредится даже при сильном надавливании. Легко стирается с доски как сразу, так и через несколько дней. Белый пластиковый корпус на 51% состоит из переработанного сырья. Акриловый пишущий узел диаметром 4,95 мм позволяет чертить тонкие линии 1,4мм. Цвет чернил - синий.</span><br></p>";703
33198;Канцелярские товары;Штемпельная продукция|Подушки сменные;Подушка штемпельная сменная E/20 синяя для PRINTER 20,  C20, 20 SET, C20 SET, С20/3 SET;14-0336;Colop (Австрия);110.23;12;"Характеристики|Бренд|Colop
Характеристики|Материал|пластик
Характеристики|Форма подушки|прямоугольная
Характеристики|Цвет чернил|синий
Характеристики|Срок годности в днях|10 000";"<p><span style=""color: rgb(33, 37, 41); font-family: &quot;PT Sans&quot;, sans-serif; font-size: 17px; background-color: rgb(250, 250, 250);"">**Сменная штемпельная подушка Colop E/20** с краской синего цвета на водной основе с добавлением глицерина. Позволяет получить не менее 10 000 четких оттисков. Не рекомендуется заправлять краской - плотный верхний слой не пропустит ее внутрь. Поставляется в пластиковом футляре. Расходный материал Colop подходит только для продукции Colop.</span><br></p>";704
8948480;Канцелярские товары;Пишущие принадлежности|Маркеры, текстовыделители|Маркеры для досок;Маркер для белых досок BiC Velleda зелёный пулевидный;14-0349;BIC (Франция);92.06;23;"Характеристики|Бренд|BIC
Характеристики|Цвет чернил|зелёный
Характеристики|Форма наконечника|пулевидная
Характеристики|Толщина линии письма|1.4
Характеристики|Назначение|для магнитно-маркерных досок
Характеристики|Система Cap Off|нет
Характеристики|Автоматический|нет
Характеристики|Материал корпуса|пластик
Характеристики|Тип|для досок и флипчартов
Характеристики|Основа для чернил|спиртовая
Характеристики|Количество в упаковке|10";"<p><span style=""color: rgb(33, 37, 41); font-family: &quot;PT Sans&quot;, sans-serif; font-size: 17px; background-color: rgb(250, 250, 250);"">**Маркер для белых досок BiC Velleda (БИК Велледа)** быстросохнущий, с чернилами на спиртовой основе, без резкого запаха. Прочно зафиксированный пишущий узел не повредится даже при сильном надавливании. Легко стирается с доски как сразу, так и через несколько дней. Белый пластиковый корпус на 51% состоит из переработанного сырья. Акриловый пишущий узел диаметром 4,95 мм позволяет чертить тонкие линии 1,4мм. Цвет чернил - зелёный.</span><br></p>";705
